# id	match	title	trigger	strength	summary	source
id	match	title	trigger	strength	summary	source
ltx23_ic_video_upscale	ltx2.3-ic-video-upscale-general|video-upscale|高清增强	LTX IC 高清增强		1.0	视频高清增强 LoRA，适合提升清晰度、纹理和整体画质。	local:LTX/ltx2.3-ic-video-upscale-general高清增强.safetensors
ltx23_ic_watermark_remove	ltx2.3-ic-watermark-remove-general|watermark-remove|去水印	LTX IC 去水印	Remove the short video platform watermark, subtitles and related blocking traces in the video picture, and restore the clean, clear and natural original picture; Keep the character, scene, action, camera motion, timing and overall style consistent, do not change the original video content, only remove the watermark and caption and repair the details.	1.0	去水印 LoRA，适合移除水印、角标和画面叠加标识。	local:LTX/ltx2.3-ic-watermark-remove-general去水印.safetensors
ltx23_licon_vbvr_i2v_390k	Ltx2.3-Licon-VBVR-I2V-390K-R32|VBVR-I2V|运动连贯性	LTX 2.3 VBVR I2V 运动连贯		1.0	I2V 运动连贯性 LoRA，适合图生视频的动作稳定和连续运动。	local:LTX/Ltx2.3-Licon-VBVR-I2V-390K-R32-运动连贯性.safetensors
ltx23_licon_vbvr_i2v_96k	Ltx2.3-Licon-VBVR-I2V-96000-R32|VBVR-I2V-96000	LTX 2.3 VBVR I2V		1.0	I2V 运动辅助 LoRA，适合图生视频运动过渡和稳定性增强。	local:LTX/Ltx2.3-Licon-VBVR-I2V-96000-R32.safetensors
ltx23_transition	ltx2.3-transition|转场|zhuanchang	LTX 2.3 转场	zhuanchang	1.0	转场 LoRA，触发词 zhuanchang，适合镜头转场和段落衔接。	local:LTX/ltx2.3-transition-转场-强度1-触发词-zhuanchang.safetensors
ltx23_video_restoration	ltx2.3-video-restoration-general|video-restoration|修复模糊	LTX 视频修复模糊	Convert the video to ultra-high definition image quality, reconstruct high-frequency details while eliminating artifacts, and significantly improve the picture definition	1.0	视频修复 LoRA，适合修复模糊、提升画面可读性和细节稳定。	local:LTX/ltx2.3-video-restoration-general修复模糊.safetensors
ltx23_hanli	ltx2.3韩立|hanli|韩立	LTX 2.3 韩立角色	hanli	1.0	韩立角色 LoRA，触发词 hanli，适合角色一致性和同人视频镜头。	local:LTX/ltx2.3韩立触发词hanli.safetensors
ltx23_hanli_nangongwan	ltx2.3韩立南宫婉双人|韩立南宫婉|双人lora	LTX 2.3 韩立南宫婉双人		1.0	韩立与南宫婉双人角色 LoRA，适合双人同框和互动镜头。	local:LTX/ltx2.3韩立南宫婉双人lora.safetensors
ltx23_meining	ltx2.3梅凝|meining|梅凝	LTX 2.3 梅凝角色	meining	1.0	梅凝角色 LoRA，触发词 meining，适合角色一致性视频镜头。	local:LTX/ltx2.3梅凝触发词meining.safetensors
ltx23_peiling	ltx2.3慕沛灵|peiling|慕沛灵	LTX 2.3 慕沛灵角色	peiling	1.0	慕沛灵角色 LoRA，触发词 peiling，适合角色一致性视频镜头。	local:LTX/ltx2.3慕沛灵触发词peiling.safetensors
ltx23_songyu	ltx2.3宋玉|songyu|宋玉	LTX 2.3 宋玉角色	songyu	1.0	宋玉角色 LoRA，触发词 songyu，适合角色一致性视频镜头。	local:LTX/ltx2.3宋玉触发词songyu.safetensors
ltx23_ruyan	ltx2.3燕如嫣|ruyan|燕如嫣	LTX 2.3 燕如嫣角色	ruyan	1.0	燕如嫣角色 LoRA，触发词 ruyan，适合角色一致性视频镜头。	local:LTX/ltx2.3燕如嫣触发词ruyan.safetensors
ltx23_ziling	ltx2.3紫灵|ziling|紫灵	LTX 2.3 紫灵角色	ziling	1.0	紫灵角色 LoRA，触发词 ziling，适合角色一致性视频镜头。	local:LTX/ltx2.3紫灵触发词ziling.safetensors
ltx23_anime2real	ltx23_anime2real_rank64_v1_4500|anime2real|动画变真实	LTX 2.3 动画变真实		1.0	动画转写实 LoRA，适合把动漫风格画面转换为真实质感视频。	local:LTX/ltx23_anime2real_rank64_v1_4500-动画变真实.safetensors
ltx23_edit_anything	ltx23_edit_anything_global_rank128_v1_6000steps_prodigy|edit_anything|通用编辑	LTX 2.3 通用编辑		1.0	通用编辑 LoRA，适合全局改图、内容替换和泛化编辑任务。	local:LTX/ltx23_edit_anything_global_rank128_v1_6000steps_prodigy-通用编辑.safetensors
ltx23_gydboy	ltx23_gydboy|gydboy	LTX 2.3 GYDBOY		1.0	GYDBOY LoRA，适合对应风格或角色体系的视频生成。	local:LTX/ltx23_gydboy.safetensors
ltx23_inpaint_masked_t2v	ltx23_inpaint_masked_t2v_rank128_v1_10000steps|inpaint_masked_t2v|局部重绘	LTX 2.3 局部重绘		1.0	遮罩局部重绘 LoRA，适合按 mask 修改局部区域并保持视频连续。	local:LTX/ltx23_inpaint_masked_t2v_rank128_v1_10000steps-局部重绘.safetensors
ltx23_real2anime	ltx23_real2anime_rank64_v1_5000|real2anime|真实变动画	LTX 2.3 真实变动画		1.0	写实转动画 LoRA，适合把真实画面转换为动画/二次元质感视频。	local:LTX/ltx23_real2anime_rank64_v1_5000-真实变动画.safetensors
ltx2_asian_portrait_v2	ltx2亚洲人像美学V2|亚洲人像美学	LTX 亚洲人像美学 V2		1.0	亚洲人像审美 LoRA，适合人像肤色、面部美感和写真风格优化。	local:LTX/ltx2亚洲人像美学V2.safetensors
ltx_papercutout	PaperCutOutStyle|剪纸|风格-剪纸	LTX 剪纸风格		1.0	剪纸艺术风格 LoRA，适合纸艺、拼贴和手工层次感画面。	local:LTX/PaperCutOutStyle-风格-剪纸.safetensors
ltx_post_apocalyptic	Post_Apocalyptic|末日风	LTX 末日风		1.0	末日废土风格 LoRA，适合荒废城市、灾后环境和硬核生存氛围。	local:LTX/Post_Apocalyptic末日风.safetensors
Qwen-Image-Edit-2511-Gaussian-Splash 	Qwen-Image-Edit-2511-Gaussian-Splash 	高斯泼溅	高斯泼溅,参考图2的场景图，修复图1的场景图透视并修复空白区域	1.0	高斯泼溅,参考图2的场景图，修复图1的场景图透视并修复空白区域	https://huggingface.co/dx8152/Qwen-Image-Edit-2511-Gaussian-Splash
lora_anything2real_2601_a_final_patched	anything2real_2601_A_final_patched|anything2real_2601_A_final_patched	通用 写实增强		1.0	通用 LoRA：anything2real 2601 A final patched。适合对应模型族的风格、角色、编辑或增强工作流。	local:anything2real_2601_A_final_patched.safetensors
lora_dreamshaper_8_blindbox_v1_mix	blindbox_v1_mix|dreamshaper_8/blindbox_v1_mix	DreamShaper LoRA		1.0	DreamShaper LoRA：blindbox v1 mix。适合对应模型族的风格、角色、编辑或增强工作流。	local:dreamshaper_8/blindbox_v1_mix.safetensors
lora_dreamshaper_8_moxinv1	MoXinV1|dreamshaper_8/MoXinV1	DreamShaper LoRA		1.0	DreamShaper LoRA：MoXinV1。适合对应模型族的风格、角色、编辑或增强工作流。	local:dreamshaper_8/MoXinV1.safetensors
lora_flux1_awportrait_cn_2_0	flux1_AWPortrait CN_2.0|flux1_AWPortrait CN_2.0	通用 人物/角色		1.0	通用 LoRA：flux1 AWPortrait CN 2.0。适合对应模型族的风格、角色、编辑或增强工作流。	local:flux1_AWPortrait CN_2.0.safetensors
lora_flux2_ccppropagandaposter1_f16e6	ccppropagandaposter1_f16e6|Flux2/ccppropagandaposter1_f16e6	Flux2/Klein LoRA		1.0	Flux2/Klein LoRA：ccppropagandaposter1 f16e6。适合对应模型族的风格、角色、编辑或增强工作流。	local:Flux2/ccppropagandaposter1_f16e6.safetensors
lora_flux2_f2k_anything2real_a_patched	f2k_anything2real_a_patched|Flux2/f2k_anything2real_a_patched	Flux2 写实增强		1.0	Flux2/Klein LoRA：f2k anything2real a patched。适合对应模型族的风格、角色、编辑或增强工作流。	local:Flux2/f2k_anything2real_a_patched.safetensors
lora_flux2_flux2_klein_9b_consistency_一致性增强	Flux2-Klein-9B-Consistency_一致性增强|Flux2/Flux2-Klein-9B-Consistency_一致性增强	Flux2/Klein LoRA		1.0	Flux2/Klein LoRA：Flux2 Klein 9B Consistency 一致性增强。适合对应模型族的风格、角色、编辑或增强工作流。	local:Flux2/Flux2-Klein-9B-Consistency_一致性增强.safetensors
lora_flux2_flux2klein_body_version_a	flux2klein_body_version_a|Flux2/flux2klein_body_version_a	Flux2/Klein LoRA		1.0	Flux2/Klein LoRA：flux2klein body version a。适合对应模型族的风格、角色、编辑或增强工作流。	local:Flux2/flux2klein_body_version_a.safetensors
lora_flux2_flux2klein_extract_tattoo	flux2klein_extract_tattoo|Flux2/flux2klein_extract_tattoo	Flux2/Klein LoRA		1.0	Flux2/Klein LoRA：flux2klein extract tattoo。适合对应模型族的风格、角色、编辑或增强工作流。	local:Flux2/flux2klein_extract_tattoo.safetensors
lora_flux2_flux2klein_place_tattoo	flux2klein_place_tattoo|Flux2/flux2klein_place_tattoo	Flux2/Klein LoRA		1.0	Flux2/Klein LoRA：flux2klein place tattoo。适合对应模型族的风格、角色、编辑或增强工作流。	local:Flux2/flux2klein_place_tattoo.safetensors
lora_flux2_flux2klein_slider_detail	flux2klein_slider_detail|Flux2/flux2klein_slider_detail	Flux2 细节/清晰度		1.0	Flux2/Klein LoRA：flux2klein slider detail。适合对应模型族的风格、角色、编辑或增强工作流。	local:Flux2/flux2klein_slider_detail.safetensors
lora_flux2_flux_2_turbo_lora_comfyui_8steps	Flux_2-Turbo-LoRA_comfyui_8steps|Flux2/Flux_2-Turbo-LoRA_comfyui_8steps	Flux2 加速/蒸馏		1.0	Flux2/Klein LoRA：Flux 2 Turbo LoRA comfyui 8steps。适合对应模型族的风格、角色、编辑或增强工作流。	local:Flux2/Flux_2-Turbo-LoRA_comfyui_8steps.safetensors
lora_flux2_flux_2_turbo_lora_comfyui_8steps_v2	Flux_2-Turbo-LoRA_comfyui_8steps_V2|Flux2/Flux_2-Turbo-LoRA_comfyui_8steps_V2	Flux2 加速/蒸馏		1.0	Flux2/Klein LoRA：Flux 2 Turbo LoRA comfyui 8steps V2。适合对应模型族的风格、角色、编辑或增强工作流。	local:Flux2/Flux_2-Turbo-LoRA_comfyui_8steps_V2.safetensors
lora_flux2_head_swap_flux_klein_9b_000003500	head_swap_flux-klein_9b_000003500|Flux2/head_swap_flux-klein_9b_000003500	Flux2/Klein LoRA		1.0	Flux2/Klein LoRA：head swap flux klein 9b 000003500。适合对应模型族的风格、角色、编辑或增强工作流。	local:Flux2/head_swap_flux-klein_9b_000003500.safetensors
lora_flux2_klein_slider_glow	klein_slider_glow|Flux2/klein_slider_glow	Flux2/Klein LoRA		1.0	Flux2/Klein LoRA：klein slider glow。适合对应模型族的风格、角色、编辑或增强工作流。	local:Flux2/klein_slider_glow.safetensors
lora_flux2_uncrop_f2k9b	uncrop_F2K9B|Flux2/uncrop_F2K9B	Flux2/Klein LoRA		1.0	Flux2/Klein LoRA：uncrop F2K9B。适合对应模型族的风格、角色、编辑或增强工作流。	local:Flux2/uncrop_F2K9B.safetensors
lora_flux2_4b_gydboy	flux2_4b_gydboy|flux2_4b_gydboy	Flux2 GYDBOY		1.0	Flux2/Klein LoRA：flux2 4b gydboy。适合对应模型族的风格、角色、编辑或增强工作流。	local:flux2_4b_gydboy.safetensors
lora_flux2_9b_gydboy	flux2_9b_gydboy|flux2_9b_gydboy	Flux2 GYDBOY		1.0	Flux2/Klein LoRA：flux2 9b gydboy。适合对应模型族的风格、角色、编辑或增强工作流。	local:flux2_9b_gydboy.safetensors
lora_longcat_avatar_15_dmd_distill_lora_rank128_bf16	LongCat-Avatar-15_dmd_distill_lora_rank128_bf16|LongCat-Avatar-15_dmd_distill_lora_rank128_bf16	通用 加速/蒸馏		1.0	通用 LoRA：LongCat Avatar 15 dmd distill lora rank128 bf16。适合对应模型族的风格、角色、编辑或增强工作流。	local:LongCat-Avatar-15_dmd_distill_lora_rank128_bf16.safetensors
lora_longcat_refinement_lora_rank128_bf16	LongCat_refinement_lora_rank128_bf16|LongCat_refinement_lora_rank128_bf16	通用 LoRA		1.0	通用 LoRA：LongCat refinement lora rank128 bf16。适合对应模型族的风格、角色、编辑或增强工作流。	local:LongCat_refinement_lora_rank128_bf16.safetensors
lora_nsfw_flux2_breast_size2_flux_lora	breast-size2-FLUX-LORA|NSFW/Flux2/breast-size2-FLUX-LORA	NSFW 成人内容		1.0	NSFW LoRA：breast size2 FLUX LORA。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/Flux2/breast-size2-FLUX-LORA.safetensors
lora_nsfw_flux2_fk_missionary	FK_missionary|NSFW/Flux2/FK_missionary	NSFW 成人内容		1.0	NSFW LoRA：FK missionary。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/Flux2/FK_missionary.safetensors
lora_nsfw_flux2_flux2klein_anus_female	flux2klein_anus_female|NSFW/Flux2/flux2klein_anus_female	NSFW 成人内容		1.0	NSFW LoRA：flux2klein anus female。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/Flux2/flux2klein_anus_female.safetensors
lora_nsfw_flux2_flux2klein_body_pawg	flux2klein_body_pawg|NSFW/Flux2/flux2klein_body_pawg	NSFW 成人内容		1.0	NSFW LoRA：flux2klein body pawg。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/Flux2/flux2klein_body_pawg.safetensors
lora_nsfw_flux2_flux2klein_nipple	flux2klein_nipple|NSFW/Flux2/flux2klein_nipple	NSFW 成人内容		1.0	NSFW LoRA：flux2klein nipple。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/Flux2/flux2klein_nipple.safetensors
lora_nsfw_flux2_flux2klein_nsfw	flux2klein_nsfw|NSFW/Flux2/flux2klein_nsfw	NSFW 成人内容		1.0	NSFW LoRA：flux2klein nsfw。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/Flux2/flux2klein_nsfw.safetensors
lora_nsfw_flux2_flux2klein_pussy	flux2klein_pussy|NSFW/Flux2/flux2klein_pussy	NSFW 成人内容		1.0	NSFW LoRA：flux2klein pussy。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/Flux2/flux2klein_pussy.safetensors
lora_nsfw_flux2_flux2klein_slider_bust	flux2klein_slider_bust|NSFW/Flux2/flux2klein_slider_bust	NSFW 成人内容		1.0	NSFW LoRA：flux2klein slider bust。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/Flux2/flux2klein_slider_bust.safetensors
lora_nsfw_flux2_kleinpp_uncutflaccidpenis	KleinPP_UncutFlaccidPenis|NSFW/Flux2/KleinPP_UncutFlaccidPenis	NSFW 成人内容		1.0	NSFW LoRA：KleinPP UncutFlaccidPenis。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/Flux2/KleinPP_UncutFlaccidPenis.safetensors
lora_nsfw_flux2_naturalbeautyflux2klein9bnudity_v1	NaturalBeautyFLUX2Klein9BNudity_v1|NSFW/Flux2/NaturalBeautyFLUX2Klein9BNudity_v1	NSFW 成人内容		1.0	NSFW LoRA：NaturalBeautyFLUX2Klein9BNudity v1。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/Flux2/NaturalBeautyFLUX2Klein9BNudity_v1.safetensors
lora_nsfw_flux2_nipplediffusion_f2_klein_9b_v3	nipplediffusion-f2-klein-9b_v3|NSFW/Flux2/nipplediffusion-f2-klein-9b_v3	NSFW 成人内容		1.0	NSFW LoRA：nipplediffusion f2 klein 9b v3。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/Flux2/nipplediffusion-f2-klein-9b_v3.safetensors
lora_nsfw_flux2_nsfw_klein	NSFW-klein|NSFW/Flux2/NSFW-klein	NSFW 成人内容		1.0	NSFW LoRA：NSFW klein。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/Flux2/NSFW-klein.safetensors
lora_nsfw_flux_fd_amatuermix_v2	FLUX_FD-AmatuerMix-V2|NSFW/FLUX_FD-AmatuerMix-V2	NSFW 成人内容		1.0	NSFW LoRA：FLUX FD AmatuerMix V2。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/FLUX_FD-AmatuerMix-V2.safetensors
lora_nsfw_gemma3_nsfw_gemma_3_12b_it_abliterated_lora_rank64_bf16	gemma-3-12b-it-abliterated_lora_rank64_bf16|NSFW/gemma3-NSFW/gemma-3-12b-it-abliterated_lora_rank64_bf16	NSFW 成人内容		1.0	NSFW LoRA：gemma 3 12b it abliterated lora rank64 bf16。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/gemma3-NSFW/gemma-3-12b-it-abliterated_lora_rank64_bf16.safetensors
lora_nsfw_genitals_helper_v1_0_e219	genitals_helper_v1.0_e219|NSFW/genitals_helper_v1.0_e219	NSFW 成人内容		1.0	NSFW LoRA：genitals helper v1.0 e219。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/genitals_helper_v1.0_e219.safetensors
lora_nsfw_qwen_excellentfullnude_f2k4b_1_qwen_flux_nsfw	ExcellentFullNude_F2K4B_1_Qwen_Flux_NSFW|NSFW/QWEN/ExcellentFullNude_F2K4B_1_Qwen_Flux_NSFW	NSFW 成人内容		1.0	NSFW LoRA：ExcellentFullNude F2K4B 1 Qwen Flux NSFW。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/QWEN/ExcellentFullNude_F2K4B_1_Qwen_Flux_NSFW.safetensors
lora_nsfw_qwen_femnude_qwen_image_2512_epoch30	FemNude_qwen-image-2512_epoch30|NSFW/QWEN/FemNude_qwen-image-2512_epoch30	NSFW 成人内容		1.0	NSFW LoRA：FemNude qwen image 2512 epoch30。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/QWEN/FemNude_qwen-image-2512_epoch30.safetensors
lora_nsfw_qwen_nipplediffusion_f2_klein_9b_v3_qwen_flux_nsfw	nipplediffusion-f2-klein-9b_v3_Qwen_Flux_NSFW|NSFW/QWEN/nipplediffusion-f2-klein-9b_v3_Qwen_Flux_NSFW	NSFW 成人内容		1.0	NSFW LoRA：nipplediffusion f2 klein 9b v3 Qwen Flux NSFW。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/QWEN/nipplediffusion-f2-klein-9b_v3_Qwen_Flux_NSFW.safetensors
lora_nsfw_qwen_p0ssy_lora_v1_nsfw	p0ssy_lora_v1_NSFW|NSFW/QWEN/p0ssy_lora_v1_NSFW	NSFW 成人内容		1.0	NSFW LoRA：p0ssy lora v1 NSFW。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/QWEN/p0ssy_lora_v1_NSFW.safetensors
lora_nsfw_qwen_qwen_edit_remove_clothes_nsfw	qwen-edit-remove-clothes	成人内容		1.0	NSFW LoRA：qwen edit remove clothes NSFW。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/QWEN/qwen-edit-remove-clothes_NSFW.safetensors
lora_nsfw_qwen_qwen_image_nsfw_adv_v1_0	qwen-image_nsfw_adv_v1.0|NSFW/QWEN/qwen-image_nsfw_adv_v1.0	NSFW 成人内容		1.0	NSFW LoRA：qwen image nsfw adv v1.0。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/QWEN/qwen-image_nsfw_adv_v1.0.safetensors
lora_nsfw_qwen_qwen_mysticxxx_v1_nsfw	Qwen-MysticXXX-v1-NSFW|NSFW/QWEN/Qwen-MysticXXX-v1-NSFW	NSFW 成人内容		1.0	NSFW LoRA：Qwen MysticXXX v1 NSFW。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/QWEN/Qwen-MysticXXX-v1-NSFW.safetensors
lora_nsfw_qwen_qwen2512_vagina3_1328_onetrainer_masked_nsfw	qwen2512-vagina3-1328-onetrainer-masked-NSFW|NSFW/QWEN/qwen2512-vagina3-1328-onetrainer-masked-NSFW	NSFW 成人内容		1.0	NSFW LoRA：qwen2512 vagina3 1328 onetrainer masked NSFW。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/QWEN/qwen2512-vagina3-1328-onetrainer-masked-NSFW.safetensors
lora_nsfw_qwen_qwen_2512_pussy_anus_v2_nsfw	qwen_2512_pussy_anus_v2_NSFW|NSFW/QWEN/qwen_2512_pussy_anus_v2_NSFW	NSFW 成人内容		1.0	NSFW LoRA：qwen 2512 pussy anus v2 NSFW。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/QWEN/qwen_2512_pussy_anus_v2_NSFW.safetensors
lora_nsfw_qwen_qwen_nsfw_body_v23c_12k	Qwen_NSFW_Body_V23c-12K|NSFW/QWEN/Qwen_NSFW_Body_V23c-12K	NSFW 成人内容		1.0	NSFW LoRA：Qwen NSFW Body V23c 12K。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/QWEN/Qwen_NSFW_Body_V23c-12K.safetensors
lora_nsfw_qwen_sexgod_femalenudity_qwenedit_2511_v2_nsfw	SEXGOD_FemaleNudity_QwenEdit_2511_v2_NSFW|NSFW/QWEN/SEXGOD_FemaleNudity_QwenEdit_2511_v2_NSFW	NSFW 成人内容		1.0	NSFW LoRA：SEXGOD FemaleNudity QwenEdit 2511 v2 NSFW。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/QWEN/SEXGOD_FemaleNudity_QwenEdit_2511_v2_NSFW.safetensors
lora_nsfw_sdxl_character_design_sheet	Character Design Sheet|NSFW/SDXL/Character Design Sheet	NSFW 人物/角色		1.0	NSFW LoRA：Character Design Sheet。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/SDXL/Character Design Sheet.safetensors
lora_nsfw_sdxl_super_skin_detailer_by_stable_yogi_pd0_v1	Super_Skin_Detailer_By_Stable_Yogi_PD0_V1|NSFW/SDXL/Super_Skin_Detailer_By_Stable_Yogi_PD0_V1	NSFW 细节/清晰度		1.0	NSFW LoRA：Super Skin Detailer By Stable Yogi PD0 V1。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/SDXL/Super_Skin_Detailer_By_Stable_Yogi_PD0_V1.safetensors
lora_nsfw_sdxl_super_skin_detailer_by_stable_yogi_sd0_v1	Super_Skin_Detailer_By_Stable_Yogi_SD0_V1|NSFW/SDXL/Super_Skin_Detailer_By_Stable_Yogi_SD0_V1	NSFW 细节/清晰度		1.0	NSFW LoRA：Super Skin Detailer By Stable Yogi SD0 V1。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/SDXL/Super_Skin_Detailer_By_Stable_Yogi_SD0_V1.safetensors
lora_nsfw_sdxl_virtual_babes_1_by_stable_yogi_sdxl8	Virtual_Babes_1_By_Stable_Yogi_SDXL8|NSFW/SDXL/Virtual_Babes_1_By_Stable_Yogi_SDXL8	NSFW 成人内容		1.0	NSFW LoRA：Virtual Babes 1 By Stable Yogi SDXL8。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/SDXL/Virtual_Babes_1_By_Stable_Yogi_SDXL8.safetensors
lora_nsfw_wan_instagirlv2_5_high	Instagirlv2.5-HIGH|NSFW/wan/Instagirlv2.5-HIGH	NSFW 人物/角色		1.0	NSFW LoRA：Instagirlv2.5 HIGH。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/wan/Instagirlv2.5-HIGH.safetensors
lora_nsfw_wan_instagirlv2_5_low	Instagirlv2.5-LOW|NSFW/wan/Instagirlv2.5-LOW	NSFW 人物/角色		1.0	NSFW LoRA：Instagirlv2.5 LOW。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/wan/Instagirlv2.5-LOW.safetensors
lora_nsfw_wan_nsfw_female_genitals_helper_for_wan_t2v_i2v	NSFW-Female_Genitals_helper_for_Wan_T2V-I2V|NSFW/wan/NSFW-Female_Genitals_helper_for_Wan_T2V-I2V	NSFW 成人内容		1.0	NSFW LoRA：NSFW Female Genitals helper for Wan T2V I2V。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/wan/NSFW-Female_Genitals_helper_for_Wan_T2V-I2V.safetensors
lora_nsfw_wan_pubichair_wan22_high_e50	PubicHair_wan22_high_e50|NSFW/wan/PubicHair_wan22_high_e50	NSFW 人物/角色		1.0	NSFW LoRA：PubicHair wan22 high e50。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/wan/PubicHair_wan22_high_e50.safetensors
lora_nsfw_wan_pubichair_wan22_low_e50	PubicHair_wan22_low_e50|NSFW/wan/PubicHair_wan22_low_e50	NSFW 人物/角色		1.0	NSFW LoRA：PubicHair wan22 low e50。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/wan/PubicHair_wan22_low_e50.safetensors
lora_nsfw_wan_t2v_seoullina_high_v2_1	t2v_Seoullina_HIGH_v2.1|NSFW/wan/t2v_Seoullina_HIGH_v2.1	NSFW 成人内容		1.0	NSFW LoRA：t2v Seoullina HIGH v2.1。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/wan/t2v_Seoullina_HIGH_v2.1.safetensors
lora_nsfw_wan_t2v_seoullina_low_v2_1	t2v_Seoullina_LOW_v2.1|NSFW/wan/t2v_Seoullina_LOW_v2.1	NSFW 成人内容		1.0	NSFW LoRA：t2v Seoullina LOW v2.1。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/wan/t2v_Seoullina_LOW_v2.1.safetensors
lora_nsfw_wan_ulzzangg1	UlzzangG1|NSFW/wan/UlzzangG1	NSFW 成人内容		1.0	NSFW LoRA：UlzzangG1。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/wan/UlzzangG1.safetensors
lora_nsfw_wan_wan_m4crom4sti4_i2v_106epo_k3nk	wan-m4crom4sti4-i2v-106epo-k3nk|NSFW/wan/wan-m4crom4sti4-i2v-106epo-k3nk	NSFW 成人内容		1.0	NSFW LoRA：wan m4crom4sti4 i2v 106epo k3nk。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/wan/wan-m4crom4sti4-i2v-106epo-k3nk.safetensors
lora_nsfw_wan_wan2_2_loraset_nsfw	Wan2.2_loraSet_NSFW|NSFW/wan/Wan2.2_loraSet_NSFW	NSFW 成人内容		1.0	NSFW LoRA：Wan2.2 loraSet NSFW。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/wan/Wan2.2_loraSet_NSFW.safetensors
lora_nsfw_zimage_amateur_photos_90s	Amateur%20Photos%2090s|NSFW/Zimage/Amateur%20Photos%2090s	NSFW 成人内容		1.0	NSFW LoRA：Amateur Photos 90s。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/Zimage/Amateur%20Photos%2090s.safetensors
lora_nsfw_zimage_b3tternud3s_v1_1_nsfw_lora	b3tternud3s_v1-1-NSFW-lora|NSFW/Zimage/b3tternud3s_v1-1-NSFW-lora	NSFW 成人内容		1.0	NSFW LoRA：b3tternud3s v1 1 NSFW lora。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/Zimage/b3tternud3s_v1-1-NSFW-lora.safetensors
lora_nsfw_zimage_detailed_nipples_z	Detailed_Nipples_Z|NSFW/Zimage/Detailed_Nipples_Z	NSFW 细节/清晰度		1.0	NSFW LoRA：Detailed Nipples Z。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/Zimage/Detailed_Nipples_Z.safetensors
lora_nsfw_zimage_goth_girl_influencer_77	Goth%20Girl%20Influencer%2077|NSFW/Zimage/Goth%20Girl%20Influencer%2077	NSFW 人物/角色		1.0	NSFW LoRA：Goth Girl Influencer 77。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/Zimage/Goth%20Girl%20Influencer%2077.safetensors
lora_nsfw_zimage_pussy_zimage_v1_000026000	pussy-zimage-v1_000026000|NSFW/Zimage/pussy-zimage-v1_000026000	NSFW 成人内容		1.0	NSFW LoRA：pussy zimage v1 000026000。适合对应模型族的风格、角色、编辑或增强工作流。	local:NSFW/Zimage/pussy-zimage-v1_000026000.safetensors
